SiteName,SiteID,PrimaryUse,Borough,AreaHa,Easting,Northing,Qualifier,Access,DataSource,DataVersion,ReleaseDate,Copyright
Staggart Green North,OS_Re_0192,Amenity green space,Redbridge,0.13,545947,191992,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Cricklefields Athletic Ground,OS_Re_0012,Recreation ground,Redbridge,3.2254,545075,186666,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Benton Play Park,OS_Re_0273,Play space,Redbridge,0.2581,544806,187363,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
South Park (Redbridge),OS_Re_0070,Park,Redbridge,12.8977,545113,186267,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
The Square,OS_Re_0109,Amenity green space,Redbridge,0.3695,544029,191722,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
"River Roding, Ilford",OS_Re_0061,River,Redbridge,7.6813,543509,185463,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Hathaway Crescent Open Space,OS_Ne_0067,Recreation ground,Newham,0.739,543018,184878,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Frank Bailey Walk Open Space,OS_Ne_0236,Amenity green space,Newham,0.0874,543258,184981,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Little Ilford Park,OS_Ne_0079,Park,Newham,10.4659,543360,185508,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Valentines Park,OS_Re_0083,Park,Redbridge,51.7276,543575,187650,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Aldersbrook Woods,OS_Ne_0271,Walking/cycling route,Newham,1.9541,542571,186514,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Oakfield Playing Fields,OS_Re_0021,Playing fields,Redbridge,15.9033,544777,190973,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Vicarage Road Open Space,OS_Re_0249,Amenity green space,Redbridge,0.3169,542467,191208,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Barkingside Recreation Ground,OS_Re_0004,Recreation ground,Redbridge,6.2117,544089,189692,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Rose Avenue Play Area,OS_Re_0123,Play space,Redbridge,0.5122,541067,190251,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Woodford Green,OS_Re_0097,Amenity green space,Redbridge,6.6334,540263,192281,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
The Highams Park,OS_WF_0393,Park,Waltham Forest,8.8354,539490,192218,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Walthamstow Forest (Epping Forest),OS_WF_0092,Nature reserve,Waltham Forest,71.5303,539238,190960,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Elmhurst Gardens,OS_Re_0129,Formal garden,Redbridge,2.8342,540730,190599,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
All Saints Churchyard (Waltham Forest),OS_WF_0341,Cemetery/churchyard,Waltham Forest,0.2246,537365,193371,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Manor Way Green (Waltham Forest),OS_WF_0182,Amenity green space,Waltham Forest,0.0795,538742,192800,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Mansfield Park (Waltham Forest),OS_WF_0183,Park,Waltham Forest,9.3969,537504,194064,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
The Four Wents,OS_WF_0272,Amenity green space,Waltham Forest,0.1332,538977,193960,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Pimp Hall Nature Reserve,OS_WF_0215,Nature reserve,Waltham Forest,1.3241,538834,193782,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Enfield Island Village,OS_En_0137,Nature reserve,Enfield,7.0697,537490,198583,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Warwick Fields Open Space,OS_En_0555,Other recreational,Enfield,0.8884,537005,198647,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Hawkwood Nature Reserve,OS_WF_0353,Nature reserve,Waltham Forest,1.5621,538181,195467,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Chingford Plain - Developing Woodland,OS_WF_0352,Common,Waltham Forest,1.212,538138,195672,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Pole Hill,OS_WF_0381,Common,Waltham Forest,27.088,538330,195110,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Roding Valley Park North,OS_Re_0064,Playing fields,Redbridge,41.3082,541845,192393,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Woodford Green Cricket Ground,OS_Re_0096,Playing fields,Redbridge,7.7211,539974,191599,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Upper Green,OS_Re_0122,Amenity green space,Redbridge,0.8696,540436,193005,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Chigwell Road Grassland,OS_Re_0215,Amenity green space,Redbridge,2.1814,541861,191354,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Latchingdon Gardens Open Space,OS_Re_0128,Amenity green space,Redbridge,0.157,542330,191896,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Salway Gardens Open Space,OS_Re_0103,Formal garden,Redbridge,0.8174,540492,191150,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
British Legion Road Open Space,OS_WF_0302,Amenity green space,Waltham Forest,0.3441,539561,193968,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
The Birkbeck,OS_Re_0074,Public woodland,Redbridge,4.1456,540241,193838,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Memorial Park,OS_WF_0191,Park,Waltham Forest,3.8125,537549,192412,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Ropers Avenue Green,OS_WF_0229,Amenity green space,Waltham Forest,0.1532,538040,192146,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Bellamy Road Memorial Garden,OS_WF_0343,Formal garden,Waltham Forest,0.0166,537880,191707,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Oak Hill Crescent,OS_WF_0204,Amenity green space,Waltham Forest,0.1224,538967,191231,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
